x,y
0.003732137,1.0
0.003732137,0.001648271822242921
0.008471568,0.001803249844031603
0.017411112,0.002032267206840675
0.027586932,0.002196702073563914
0.039287943,0.00228787018862522
0.052601757,0.002286691933776826
0.066525095,0.002233000223914006
0.078261146,0.002197621441468025
0.090676174,0.0022274896183820925
0.101580762,0.0022893099396979867
0.108261021,0.002396754054966842
0.11854054,0.002385288242540092
0.130731926,0.0023667530500666944
0.143559707,0.002368841488998367
0.156386776,0.002389309523690893
0.169699143,0.0024258215103341797
0.179997731,0.002494467879127731
0.194278504,0.00262774047424779
0.204769148,0.002770487321754063
0.213510781,0.002913302250024875
0.221669266,0.0030656043449864825
0.230410547,0.0032359542642009017
0.240201893,0.0033968662028404945
0.248455734,0.0035851778198577543
0.257802523,0.0037258019271024056
0.270626702,0.003877576562751534
0.283452428,0.00396843797986059
0.296571238,0.003994120679198364
0.309107054,0.004015993027882394
0.321934794,0.004021305758084058
0.33476229,0.00403731346318316
0.347589725,0.004056057198807729
0.360417323,0.004067702053985764
0.373245247,0.004065009225081784
0.386072824,0.004077585069621479
0.398898143,0.004191586811697928
0.408222536,0.004423188894903766
0.414714317,0.004692334173947973
0.418241162,0.004952716426366444
0.421617546,0.005257366260781153
0.424993439,0.005610623851230806
0.427435987,0.0060141832363172975
0.430112541,0.006393035272857487
0.432672742,0.006776400224307888
0.433725674,0.007154921383215891
0.435548768,0.007620045931620098
0.437430332,0.007999837498349576
0.438444676,0.008590011641435651
0.441259922,0.00925771570097073
0.443012795,0.00991447426745362
0.443012795,1.0
0.51844422,1.0
0.51844422,0.0039793089852385175
0.531204657,0.0033271609519228253
0.534396754,0.003113738910056526
0.534734226,0.0029799647648923637
0.535377325,0.002795247752883454
0.535617858,0.0025825917215076795
0.536265668,0.002409022623388996
0.541224586,0.002339585433362073
0.549975556,0.0022233533232484666
0.555811625,0.00210096644428225
0.560481283,0.001990542639583488
0.565151276,0.0018790689183742037
0.569433124,0.0017627535278648572
0.573546072,0.001669574796168174
0.57760668,0.0015753031454294757
0.582665303,0.0014885899368194048
0.587918751,0.0013996106601480284
0.593755059,0.0013191474519552392
0.600757044,0.0012499679995903895
0.611257512,0.0011847278168423327
0.624088223,0.001148699264385592
0.636916716,0.00114087247315377
0.649744904,0.0011368509137085654
0.662574374,0.0011172108126938263
0.675405675,0.0010763270878315755
0.688238218,0.0010230786871008506
0.701070353,0.0009767292357659824
0.713901166,0.000946044396421225
0.726730595,0.0009300537618869137
0.739560045,0.0009143303560529969
0.752391183,0.0008820430828479979
0.764057455,0.0008396427811873333
0.773974818,0.0007962411694957753
0.783309181,0.0007536577472566708
0.793226585,0.000714142842854285
0.804893139,0.0006774953874381729
0.817724806,0.000650384501660364
0.830555517,0.0006308724118235002
0.843386208,0.0006115553940568262
0.856217306,0.0005907622195096771
0.869048749,0.0005683308895353128
0.881880295,0.0005458937625582472
0.894711494,0.0005263078946776306
0.907542185,0.000510881590977792
0.920372428,0.0004969909455915671
0.933202692,0.0004847679857416329
0.946033077,0.00047116875957558987
0.958863666,0.000458257569495584
0.971693421,0.0004483302354291979
0.985162359,0.0004404543109109048
0.985162359,1.0
