x,y
3.2728503618699434e-27,0.6599576309256519
3.494308494955462e-27,0.6243350917418664
3.7424016056771516e-27,0.5892408227032736
4.00810912900045e-27,0.5564652758799461
4.292681674143863e-27,0.5248594124966848
4.5974586425809085e-27,0.4956649752018809
4.9238745322193974e-27,0.4679488597370931
5.273465689172237e-27,0.4416451593730807
5.647877538898606e-27,0.4169496718077884
6.0488723307503705e-27,0.3935126679431627
6.478337432375105e-27,0.371624176214818
6.9382942130151e-27,0.3505168341173452
7.43090755751351e-27,0.33101991457896
7.958496055807317e-27,0.3124130765315336
8.523542915866163e-27,0.2949438637869154
9.128707651441121e-27,0.2784514776121221
9.776838599634289e-27,0.2627178177447116
1.0470986327205799e-26,0.2464126533729806
1.1214417988717953e-26,0.2299721254848616
1.2010632704096073e-26,0.2146285013212071
1.2863378027983921e-26,0.200246302988918
1.377666758841017e-26,0.1869441075725152
1.4754799977786086e-26,0.1744712910511438
1.5802378985149012e-26,0.1627293944196712
1.692433526487887e-26,0.151872171340612
1.812594954387633e-26,0.1417393367066082
1.9412877476431975e-26,0.1322002966147078
2.0791176263771418e-26,0.123379959535581
2.2267333163566768e-26,0.1151481108954489
2.3848296023600673e-26,0.1074654870426252
2.554150598329606e-26,0.1002954439764507
2.7354932497028454e-26,0.0936037825654993
2.929711084406536e-26,0.087331418190673
3.137718230168146e-26,0.0814793632710022
3.360493717053283e-26,0.0760904199160037
3.599086085479834e-26,0.0710578945460942
3.8546183213974376e-26,0.0663169476792634
4.128293141860734e-26,0.0619308275603408
4.4213986558741164e-26,0.0578347999497565
4.7353144271519145e-26,0.0540096784912064
5.071517967329681e-26,0.0504375457900372
5.431591690188531e-26,0.0470723781867558
5.817230359623171e-26,0.0439590698660982
6.230249066410812e-26,0.0410516718706216
6.672591771323151e-26,0.0383365655485095
7.146340454793242e-26,0.0357787692405375
7.65372491620111e-26,0.0334124061148522
8.197133268900845e-26,0.0312025512917571
8.77912318038626e-26,0.0291388535075286
9.402433910499312e-26,0.0272116461181018
1.0069999204341695e-25,0.0254119018191806
1.0784961100572873e-25,0.023775518906986
1.1550684720086224e-25,0.0222514296772421
1.2370774104669366e-25,0.0208250395971702
1.324908918019674e-25,0.0194840246985189
1.4189763924195262e-25,0.0182293635832548
